Village,District,State,Year,Total_Net_Area,Total_Production,Fields_Count,Yield_std,Yield_min,Yield_max,NDVI_S1,NDVI_S2,NDVI_S3,NDVI_S4,NIR_S1,NIR_S2,NIR_S3,NIR_S4,RED_S1,RED_S2,RED_S3,RED_S4,VH_S1,VH_S2,VH_S3,VH_S4,VV_S1,VV_S2,VV_S3,VV_S4,Kg_per_Hectare
noorpur,budaun,uttar_pradesh,2023.0,0.8997,547.8001172,9.0,49.4364899436079,545.706,719.447,0.158313208218698,0.0005478769566045,0.473739897548906,0.502294046586348,0.329494481923587,0.791527689891458,0.451801233123123,0.448986117909768,0.238359529225981,0.79020149795828,0.1589965526429,0.146977462124174,-19.5503869451223,-17.7049455603016,-16.5329956887411,-17.5901941908496,-10.9700558745852,-10.3527270010166,-11.1675892100161,-12.5664288017297,608.86975347338
paliyagujar,budaun,uttar_pradesh,2023.0,0.8025,370.950108,8.0,64.9111076988864,408.221,613.2,0.159514372827341,0.0100106791813709,0.462201993594137,0.47272837973683,0.335126540507885,0.825540213012313,0.444899180928693,0.440375166452092,0.241891584274775,0.808892147974761,0.160992038411967,0.156395482398966,-19.9005402554275,-17.3591310621567,-16.5024927407477,-17.7915432547658,-11.363044166127,-10.3568551293911,-10.8383890813215,-12.3920113503824,462.243125233645
papgaon,budaun,uttar_pradesh,2023.0,0.493,303.3700508,5.0,79.8245216791181,510.288,704.611,0.242565599162955,0.0422995095213295,0.403105712648988,0.425902133251128,0.356569493280935,0.717849200191824,0.398101589361016,0.425422840350257,0.216008776540119,0.659982869971846,0.166552807011797,0.167541601023644,-18.366278506309,-17.4955458036543,-16.0975543287163,-17.8013854817369,-10.5933011374225,-10.3786501307937,-9.82838074122209,-11.776402126966,615.355072616633
parsiya,budaun,uttar_pradesh,2023.0,0.4991,265.9700202,5.0,136.321966860444,303.323,668.5,0.239667304298433,0.062477936296564,0.495267500214093,0.306740888347361,0.36986106124967,0.751065451092457,0.490853813466988,0.387106351121232,0.225901956762311,0.663661650531289,0.160840670564776,0.203470807091817,-19.452803768901,-15.9180592003742,-15.3019272330049,-17.3433119217989,-10.8086056749392,-8.29807199103498,-7.95762591490506,-10.4475123077432,532.899259066319
patiyannagla,budaun,uttar_pradesh,2023.0,0.3043,188.3799328,3.0,5.85541845928479,612.524,623.8,0.11653212836214,0.0134051869587874,0.464384861920521,0.494971904814793,0.327933960731304,0.866064211662949,0.435045634669559,0.460550823394641,0.259460742354399,0.84277698062775,0.158613129396094,0.155135452789154,-21.4568335162201,-18.2457481260649,-17.2333677064492,-18.651634610599,-12.1752161764153,-10.8398202301697,-11.7754396452151,-13.4158985269701,619.059917186986
pusgawan,budaun,uttar_pradesh,2023.0,0.2047,113.1099549,2.0,0.260922402257896,552.381,552.75,0.211179596868032,0.0218501318558422,0.415157246111594,0.418475268404018,0.350459178274476,0.800682634241819,0.429397020570619,0.429997988807852,0.227132009334485,0.766524815885893,0.174653618053458,0.173095142362699,-19.5194328825696,-17.3865699667427,-16.0913478952974,-18.4863541527365,-10.9598091228519,-9.97128722878145,-9.93095684875354,-12.3184517397764,552.564508549096
rahma,budaun,uttar_pradesh,2023.0,0.2018,113.7599912,2.0,53.8787082992902,526.006,602.202,0.176283723923877,0.0143254735629817,0.45148642164716,0.296917951845524,0.330918806503726,0.825539224637245,0.475178275658255,0.382739191874034,0.230606255955077,0.802132593380756,0.174159998106752,0.205804263745558,-19.5271865761005,-16.5338536533947,-15.2470761820219,-18.2752178433677,-10.570711898027,-8.57055399339735,-7.84131226334564,-11.2186671957509,563.726418235877
ruppura,budaun,uttar_pradesh,2023.0,0.9227,454.5899311,9.0,41.413529178277,426.078,538.424,0.196763672826256,-0.0005978473854804,0.397479378385456,0.478244834987803,0.332541518478202,0.85450518817627,0.396083263173499,0.453414569852764,0.221576927171005,0.855273314349008,0.169272576062156,0.15616038043469,-19.0925904514483,-17.620490046743,-16.1007665138504,-17.633886587753,-10.2638452864951,-10.0463251043371,-10.1533509322449,-11.8071023707639,492.673600411835
sadather,budaun,uttar_pradesh,2023.0,0.3958,300.280058,4.0,23.0330622421336,729.99,781.1,0.287437086752549,0.0085297066311448,0.369103873148828,0.29733510764585,0.380281325087336,0.870667123691743,0.40562768841848,0.375452356114508,0.208626083726194,0.855608861182827,0.184093347655572,0.201398136913037,-17.9653888828121,-16.1794920867724,-15.3531748470973,-19.067604971227,-10.2015468413145,-9.29844809713886,-8.80822057431931,-12.165944620108,758.666139464376
sahawarkheda,budaun,uttar_pradesh,2023.0,0.284,161.7499308,3.0,19.7666756942082,546.723,581.425,0.277362727821187,0.0401189159331484,0.419132650461487,0.384214932383732,0.381247183305675,0.741139180591472,0.414927635917571,0.410407927914839,0.212622453333458,0.684046215860798,0.167579990426951,0.178362187549027,-18.2327386061088,-16.2473702041085,-15.4547995109415,-18.3860919852282,-10.4582174506937,-9.5607969613825,-9.650730829376,-11.8005868027495,569.542009859155
saidpur,budaun,uttar_pradesh,2023.0,1.1588,674.1701605,12.0,32.623017542926,538.123,669.39,0.251798536428514,0.3890809625007625,0.489807030908432,0.475476390431361,0.36971909057195,0.39537421287368946,0.438698204691367,0.444956494535435,0.217906445102384,0.1652317883264195,0.148089480720889,0.155210143058115,-19.1243852531247,-17.0257812332238,-16.0009069430535,-17.3764808518477,-11.405107842419,-11.0080344993216,-11.0660969536108,-12.3110216205002,581.78301734553
saijaniya,budaun,uttar_pradesh,2023.0,0.8002,380.6399496,8.0,64.1776446719795,391.162,573.568,0.118368999633784,0.0008040145840829,0.469699916378924,0.502958804282607,0.316476536327053,0.812679052144616,0.441827514254153,0.451445093920855,0.249516986078726,0.810910322823956,0.157134860169594,0.147528268989855,-20.5457212065724,-17.4707935329355,-16.6602028071375,-18.0421182972563,-11.7897128625593,-10.2228162136393,-11.2602534483547,-12.8775581906528,475.681016745814
sandauli,budaun,uttar_pradesh,2023.0,0.1,65.78,1.0,46.01483634756405,657.8,657.8,0.22793717274184,0.0388668396381767,0.41824960084511,0.437484640487948,0.367523789822556,0.744597314734496,0.411298840405231,0.44076769955186,0.227995056425196,0.688926604234251,0.167082399999193,0.168999429834087,-19.5303140485179,-17.7163610865666,-16.1920937611517,-18.2926861306945,-11.1671255604059,-10.5468545681051,-10.1455402842114,-12.3069976599054,657.8
sapreda,budaun,uttar_pradesh,2023.0,0.6915,440.5900143,7.0,75.8164690903852,483.009,716.82,0.163052714881825,0.001748194273297,0.513776770634144,0.511887112994195,0.336698631784405,0.880877406095939,0.461084082655596,0.460302722008101,0.241169203808433,0.877458189772513,0.14590091608497,0.146775713442807,-20.598583324384,-17.168184318488,-17.0117264859567,-17.6591082535654,-11.9470245218376,-10.4688312645417,-11.7710914125485,-12.7551741231359,637.15114143167
satyapurbhilauliya,budaun,uttar_pradesh,2023.0,0.3982,226.6299729,4.0,15.3945290796222,549.899,586.081,0.306247483922721,0.05407403379735,0.435560923142904,0.337908666697869,0.394082460847016,0.72586665555267,0.431374859928507,0.388429528961586,0.206157071175099,0.65237411838313,0.166096916029412,0.189849696356936,-17.7364402104441,-16.4586235528932,-15.2750803978014,-17.9299933815281,-10.1420533226722,-9.45365138528727,-9.33318102198809,-11.8267207868772,569.136044450025
serha,budaun,uttar_pradesh,2023.0,0.8015,558.8801016,8.0,46.1541565215342,631.373,783.3,0.141892836657371,0.3890809625007625,0.45686111951387,0.502014106256506,0.325100990011336,0.39537421287368946,0.416943974131232,0.467803682738355,0.24322898200512,0.1652317883264195,0.154399032355013,0.152515433477072,-20.7718520189099,-17.895515584837,-16.7110188179534,-18.5641118727804,-11.6111948439546,-10.3221157452773,-11.4334458911973,-13.1493076203898,697.292703181535
shahbajpur,budaun,uttar_pradesh,2023.0,0.8044,465.7298746,8.0,25.2155592102518,546.86,609.79,0.221272850848292,0.0229356644284932,0.413931004635412,0.407960768777821,0.359795317516291,0.809254380425464,0.424517690561153,0.422282760011579,0.227804618255457,0.773419792514919,0.173987465851014,0.175415257194539,-19.61687703415,-17.0387558615731,-15.9798557290146,-18.3676764987738,-11.1556367283188,-10.2716048032978,-10.2704226792019,-12.3209868784782,578.977964445549
sikrauri,budaun,uttar_pradesh,2023.0,0.202,110.080036,2.0,22.6146890759081,529.118,561.1,0.188294609778946,0.0484183686872486,0.402680920767741,0.499696003323814,0.33562783841713,0.67571112334627,0.395634676475102,0.460060457963286,0.228444144554916,0.613985354565477,0.165985333987719,0.150818253099084,-20.1750369380157,-18.9099179472246,-16.4754196325622,-17.7396937019694,-11.4118703900607,-10.9747034230308,-10.1517476378501,-12.2851517674176,544.950673267327
sirsa,budaun,uttar_pradesh,2023.0,1.6991,973.1900144,17.0,62.9860357538502,460.279,702.218,0.165141839598235,0.008309067651875,0.455129977887089,0.478165815095229,0.3451890377228,0.805855808329014,0.44106297237474,0.441710522284946,0.246034265402836,0.792308413804831,0.163202677864617,0.154624439915318,-20.0791928730411,-18.2793371978967,-16.5476690322614,-17.9384143690362,-11.6091121216704,-11.1735122213953,-11.2863572100563,-12.8324767215842,572.767944441175
sisaiya,budaun,uttar_pradesh,2023.0,0.6092,359.3100065,6.0,34.6866958496578,538.996,627.826,0.220416029574793,0.3890809625007625,0.418219198358141,0.386575430191183,0.357178841170142,0.39537421287368946,0.414630573467041,0.404085544357889,0.228018658180024,0.1652317883264195,0.168903213456982,0.177500235271343,-20.1324546392197,-17.8221148601151,-15.9483190703483,-18.2249610631227,-11.9973448837526,-10.9163683592792,-10.0220206715152,-12.1705595170724,589.806314018385
sukhaura,budaun,uttar_pradesh,2023.0,0.3927,203.6600312,4.0,41.575196863635,459.394,556.263,0.177133145746159,0.0091013984180167,0.457995277486376,0.462915455875535,0.350451998534196,0.787643967758464,0.442183808102944,0.429760494567465,0.243363925359609,0.772976420707591,0.161638525868579,0.156046263320296,-20.316983824633,-17.041114036623,-16.5453839626355,-17.8458156348298,-11.9733249349422,-10.4762534983438,-11.0873151886509,-12.5608612251943,518.61479806468
sundarnagar,budaun,uttar_pradesh,2023.0,1.1153,700.0700427,11.0,90.7657674840225,469.466,713.134,0.246937522362692,0.0172309287100127,0.43253386565093,0.449900784665769,0.372020859537021,0.80123130019658,0.433153342591274,0.436311443055184,0.222384366880139,0.774353070229037,0.170020671738583,0.162473484908886,-19.2023292013744,-17.7127338692235,-15.8221224047259,-17.857522270469,-10.7250860198339,-10.4334525960253,-10.2542701389316,-12.1825427498291,627.69662216444
tarupur,budaun,uttar_pradesh,2023.0,0.3851,215.2999752,4.0,51.7754340847729,507.908,626.34,0.21402859592157,0.0493361669678098,0.396939625296452,0.414187366070953,0.359947089902683,0.712126295368747,0.402248296106632,0.433127414931828,0.231003189086262,0.645615094237636,0.171834397643891,0.177129707054466,-19.8012466090987,-18.3589451256352,-16.5288877669211,-18.3773726234093,-10.9442559610104,-10.3242284552608,-9.77153778413156,-12.2325463179069,559.075500389509
udaipur,budaun,uttar_pradesh,2023.0,0.3884,209.3299376,4.0,67.2928848467652,441.658,589.855,0.199591637054092,0.0474204616059697,0.455509828503389,0.444656899751141,0.337387519826223,0.699922366802396,0.429422886768441,0.426053572956964,0.222371886947814,0.636629868493717,0.157915575500652,0.161340957018588,-19.3786037842247,-17.5310797036824,-16.2582468027723,-17.9530111545751,-10.5577857935361,-10.1979952516018,-10.5434136431268,-12.1897151888126,538.95452523172
upraila,budaun,uttar_pradesh,2023.0,0.4991,256.3300164,5.0,34.4367707516254,483.0,551.2,0.173880818801656,0.0053803241403617,0.392027277599906,0.461239565561959,0.340277235798206,0.861822732061808,0.399093916568213,0.443352754600698,0.238397855666708,0.852209840849797,0.173198068960945,0.160665389104725,-20.3268677224577,-18.3754299124167,-16.0376073907322,-17.8190243173798,-11.1948628471019,-10.6227002397577,-10.0918402721851,-12.1418943925961,513.584484872771
uraina,budaun,uttar_pradesh,2023.0,0.2955,152.3500233,3.0,81.2687282846237,434.224,596.758,0.195142017120435,0.0400063982354401,0.442209021336933,0.447144472087777,0.347772780121069,0.729316703350274,0.432158411678731,0.444527996790228,0.232094724733395,0.67340128896605,0.164773734327683,0.167177888333052,-19.3633073763051,-17.3178023282103,-16.0756148411094,-17.9989736990122,-10.7842369878651,-10.0894100136995,-10.3505286475041,-12.1139302730953,515.566914720812
usaita,budaun,uttar_pradesh,2023.0,0.7049,402.110025,7.0,43.4553740903623,509.851,654.294,0.156481460326528,0.0097363245750392,0.445032256364759,0.405498624145531,0.335589915092312,0.837599206704217,0.449284553292482,0.413968145967828,0.244055563340173,0.821310814931124,0.169475584764948,0.173359252601313,-20.4492230143684,-16.9606461020398,-16.0181910658955,-17.8699865676317,-11.1753275039424,-9.14097698978248,-9.49211458822335,-11.7313149442689,570.44974464463
utarna,budaun,uttar_pradesh,2023.0,0.2997,164.7499923,3.0,42.7766132522589,515.763,597.705,0.161437184830649,-0.0094096588506655,0.355703381495298,0.442493964656753,0.327750077428697,0.839116273486578,0.380327992785775,0.438583890779309,0.236639707337368,0.854363660607484,0.179198392341656,0.166908812328832,-19.8355684935043,-18.8221883144556,-16.4782656508368,-18.396732253322,-11.5008360372602,-11.1233345958198,-10.2354176713506,-12.454559833424,549.716357357357
aajampura,chittorgarh,rajasthan,2022.0,0.904,563.4599699,9.0,36.1213936277535,556.074,680.182,0.298250422952381,0.401773869214446,0.490981449509541,0.399502785920015,0.355343291078108,0.399897077177028,0.450484426578903,0.41839863333744,0.18870736179968,0.167488028661302,0.151225246966539,0.179705830981576,-18.2218855484023,-17.5671744037109,-16.6442306468048,-17.0526064716583,-10.4204637055368,-11.4563195296556,-11.3235609818014,-11.4957158196326,623.296426880531
aajampura,chittorgarh,rajasthan,2023.0,2.0846,1477.84999401,21.0,22.8526811640029,659.7889,758.9055,0.279502138723858,0.399795072132099,0.41215383960435,0.29996467027106,0.365839240265919,0.406346832039974,0.408071324090317,0.365606779495962,0.202936360496402,0.169776667260834,0.168738983340419,0.197094558094123,-18.3126769355173,-17.433994000284,-16.4098716678579,-18.1555156632181,-10.4670484575882,-10.6475691626547,-10.7480183249155,-11.8126454351456,708.936963451022
aajampura,chittorgarh,rajasthan,2024.0,1.9759,1722.33998676,20.0,76.105926546388,785.948,1061.3101,0.260117242118871,0.366388474895769,0.405712191636065,0.330279202980373,0.331548661313649,0.389668195425115,0.387316340410483,0.385067285007036,0.193107091718957,0.178732056688192,0.161767443897384,0.193881667493502,-18.7469555354079,-17.97424790438,-17.6474531778339,-18.3913825238971,-10.5045153407492,-11.3011105379066,-11.975234653427,-11.6828656870744,871.67366099499
aakolakala,chittorgarh,rajasthan,2022.0,0.1,64.27,1.0,46.01483634756405,642.7,642.7,0.290035204052928,0.427269766355669,0.460413618640225,0.37015510309845,0.346646124491286,0.414169125990754,0.427189644699418,0.40667142937629,0.186982279151596,0.162688557294166,0.15441371379605,0.186025242944664,-18.3392367016852,-17.8204058435403,-16.854982090267,-18.331789138271,-10.4261286104072,-11.667560012306,-11.2752556306425,-12.0243881472382,642.7
aakolakala,chittorgarh,rajasthan,2023.0,0.7046,513.47000293,7.0,23.1385470945491,700.7,764.8384,0.294512227415327,0.402733359883602,0.445945728906775,0.345876823755932,0.364805231986126,0.412311733171074,0.440955550905474,0.385664369112968,0.194214368744878,0.17066647907083,0.16637599305158,0.185907648295967,-18.340658321159,-17.2963998963605,-17.3613950815629,-18.5862145445591,-10.4300547030971,-10.656884841296,-11.7545899819581,-12.0930412450839,728.739714632415
aakolakala,chittorgarh,rajasthan,2024.0,0.7121,636.4001375,7.0,61.4185206025023,817.211,995.36,0.250750416766901,0.375994101418012,0.40382469278611,0.320114795684812,0.321215569208683,0.399097704636861,0.397032129189713,0.393365007731247,0.189990109479325,0.179428088127384,0.16531506818727,0.201658274411068,-18.8530277599523,-18.140146697279,-17.9226230351739,-18.8911449550168,-10.2050024343394,-11.354406533025,-11.9506725007116,-11.806507004252,893.694898890605
aakya,chittorgarh,rajasthan,2022.0,0.2009,131.0299768,2.0,3.4987643533111,649.752,654.7,0.284511441739912,0.431565867747943,0.465843544462233,0.373132030872848,0.34763561819683,0.42253701299519,0.43380054466364,0.411113457822354,0.189904717202569,0.16503177205221,0.154305260826546,0.187202881606937,-18.6460172139856,-18.0370259969571,-17.3284351520756,-18.1602370977318,-10.9142792667131,-12.0414911588579,-11.623072436614,-12.1960443244166,652.214916874067
aakya,chittorgarh,rajasthan,2023.0,0.1996,142.27999796,2.0,7.47404796646378,707.5301,718.1,0.258070508896857,0.430672995253971,0.44696112342093,0.340059941855412,0.347463000450455,0.418971749187612,0.445904812421739,0.385397595718508,0.200946528184174,0.163371697424375,0.167369712787,0.189048200722606,-18.1376532630114,-17.5239590186373,-17.9438234128268,-18.2059433599715,-10.2930645593069,-11.0857520774376,-12.2350637054181,-12.0092265649459,712.825641082164
aakya,chittorgarh,rajasthan,2024.0,0.2016,187.72000128,2.0,3.92840243355992,928.373,933.9286,0.254520200483197,0.410950647069814,0.432299538034076,0.348530698466712,0.331319008724975,0.408629833080052,0.412680042162346,0.406087534136447,0.193484898050011,0.169304293409795,0.159906172301408,0.195647396832906,-18.818902875052,-18.1009785605428,-18.2022888065222,-18.1787421292895,-10.6902477507276,-11.6202075338584,-12.3583081723965,-11.9748914272266,931.1508
aalakheri,chittorgarh,rajasthan,2022.0,0.2954,191.2599778,3.0,13.7412451764751,631.653,655.477,0.266439305405102,0.42652637751288,0.46029469879798,0.412148122530123,0.324355396853244,0.406047519405379,0.421361611852324,0.4174501946137,0.185085644653382,0.158459685421582,0.151045098041947,0.171382080955827,-18.5522842469114,-18.0544973309758,-17.2681741611464,-18.1229031525325,-10.6546757813176,-11.9087329561474,-11.5462545228187,-12.1883789206746,647.460994583615
aalakheri,chittorgarh,rajasthan,2023.0,1.3038,942.0600009,13.0,23.5052489108066,698.244,773.996,0.288178327554395,0.432425619548004,0.458236757133454,0.383085335890425,0.345516140286883,0.421214335629678,0.44371910330895,0.394640642120721,0.187961964180108,0.161814186815004,0.160251376119168,0.172899326484339,-18.0495094563152,-17.4758633685523,-17.897877909704,-18.2339140332178,-10.2720920863877,-10.9523530909004,-12.2218997312579,-12.4494811166954,722.549471468016
aamalda,chittorgarh,rajasthan,2024.0,0.8004,743.1399978,8.0,76.629420785548,830.141,1040.419,0.256476511879495,0.356080729461435,0.330050392288752,0.268879664049894,0.327540583622024,0.378379621434425,0.357802314601542,0.359995511970239,0.191642606489872,0.175603697215159,0.175055038126498,0.20454806204782,-18.099554292011,-17.7178926745183,-17.337382831035,-17.971506531932,-10.1664202677122,-10.8684207825452,-11.2598417397345,-11.2609463713327,928.460766866567
achalpura,chittorgarh,rajasthan,2022.0,0.4987,311.0000181,5.0,21.3238768590517,600.306,649.949,0.305383134573268,0.423285428694076,0.397315845568085,0.338683269481367,0.329329636567691,0.404788299337177,0.380382158592347,0.37429171572867,0.175178163457497,0.160185291746842,0.158502330252258,0.183891029894641,-17.922067428716,-18.1448350668053,-17.1496114374109,-17.4411894837404,-10.4331961671828,-11.9251438958006,-11.1370712246953,-11.3868222267187,623.621451975135
achalpura,chittorgarh,rajasthan,2023.0,1.193,841.93002134,12.0,25.0643308752591,662.3232,747.4843,0.355589526968691,0.460483335437586,0.425153438826035,0.288247886970179,0.368432077244181,0.429205451901331,0.419393387370988,0.361759893085265,0.173301047270831,0.151100707201235,0.164873918236064,0.199234695756931,-16.8973930046279,-17.1232422619846,-18.2539451331735,-18.1223055862701,-9.87871047892267,-10.8143523201928,-12.1894043004443,-11.9829463110685,705.725080754401
achalpura,chittorgarh,rajasthan,2024.0,1.2064,1055.09996738,12.0,31.2233960167983,826.5,940.593,0.276698902066434,0.408446499844659,0.40149978035107,0.301080303270486,0.308288047005073,0.391022624189064,0.386255485283251,0.3732673057228,0.172994841243752,0.161406581724118,0.160917176454683,0.200124888672926,-17.9097335408246,-18.1131613544585,-17.7897373372404,-17.8038425826365,-9.9412661302867,-11.4626610093562,-12.0291920995047,-11.4955673576675,874.585516727454
adhoriya,chittorgarh,rajasthan,2023.0,0.1,71.46,1.0,46.01483634756405,714.6,714.6,0.250624470562148,0.285818410481715,0.293336238154213,0.24853462003815,0.378193313405043,0.367515048853564,0.380747998939933,0.360907900670536,0.231283596725073,0.205751946659788,0.209761497002381,0.221515775775737,-16.5264251162016,-16.7033119083023,-16.6241180418317,-16.6838336591184,-9.47423138289091,-10.1424495630978,-10.2534582940228,-10.4687728400431,714.6
adhoriya,chittorgarh,rajasthan,2024.0,0.1977,176.8200294,2.0,61.7367859586164,850.709,938.018,0.247523736075715,0.286446251662437,0.276195498264664,0.23720002378894,0.353686214031724,0.3701427848336,0.360275022271126,0.369397128330949,0.217009114810191,0.208021410103851,0.208713193715062,0.234516351198094,-17.5969618134437,-17.3205881903174,-16.6036075415228,-16.7602891330818,-10.1294363784267,-10.6544629397221,-10.4567404641638,-10.3669057121326,894.385581183612
ahirpura,chittorgarh,rajasthan,2024.0,0.1962,175.53000684,2.0,0.671892863483454,894.1718,895.122,0.191257361895013,0.273566423727115,0.238013266038914,0.182419513406429,0.294441596655974,0.364962219263404,0.328974691975684,0.338259938987918,0.198654897071427,0.204455419931513,0.200472525812142,0.233664990729106,-18.5126117286871,-18.4646002816586,-18.0498137113641,-18.5689226412786,-10.476814218778,-11.3068994743293,-11.3588945449219,-11.2992585262342,894.648352905199
ahmadnagar,chittorgarh,rajasthan,2022.0,0.9054,582.5100798,9.0,40.2289886818089,574.701,687.98,0.287340803683178,0.478578205645909,0.4956991310181,0.412166161858399,0.34214277444581,0.439086912270698,0.443273314427236,0.416410381399077,0.184690410518218,0.150517903646261,0.144381710358152,0.170643638732144,-18.6803615333236,-17.762076108505,-17.3792731947338,-17.6994906458737,-10.4630435209282,-11.8262949518334,-11.8729829173419,-11.7109946737319,643.373182902585
ahmadnagar,chittorgarh,rajasthan,2023.0,0.9167,631.86000333,9.0,29.7522510618945,630.3468,746.3886,0.352295748333638,0.483776910794756,0.481943789817995,0.341634577973729,0.387267733407487,0.450826404052452,0.462481746104735,0.375660440976714,0.178978250129009,0.151819586573153,0.157796142489274,0.182769652026442,-17.0378242426688,-16.6003432771905,-17.5376821631639,-18.1650733061939,-9.58711088623293,-10.5019008009764,-11.9696342121851,-11.8066256857558,689.276757205192
ahmadnagar,chittorgarh,rajasthan,2024.0,0.8994,897.14000025,9.0,137.910035809764,809.5144,1153.8382,0.252966100928983,0.463509982580808,0.428017520255135,0.292152334895068,0.320456761861335,0.442787075812684,0.402726376343826,0.373184315588868,0.187908126964784,0.158917759829671,0.157504095328602,0.203991077340717,-18.7842523353338,-17.7147477753127,-17.1989943972019,-17.9790827246057,-10.134244757489,-11.5351658209462,-11.5006460850701,-11.1945358981657,997.487213975984
ajota,chittorgarh,rajasthan,2024.0,0.1998,172.43999739,2.0,45.3001595406131,831.031,895.0951,0.194127858421058,0.278894592336561,0.287071404709956,0.254102581799189,0.320429047434898,0.373238553568274,0.368867257047456,0.379430339616773,0.214517451152911,0.208490894000676,0.19833028634618,0.221489453594086,-19.9266039067596,-19.7676966676318,-19.5723381313529,-19.43187394367,-11.9553347081257,-12.5107122368585,-12.9616535876703,-12.3879367086389,863.06305
akolakhurd,chittorgarh,rajasthan,2022.0,0.386,239.1699985,4.0,16.9290498015492,595.283,634.5418,0.281025741276472,0.412374100042853,0.447577646783248,0.392681479189155,0.339923135058231,0.405999277834739,0.418816632498961,0.409727200994162,0.188007703897309,0.164133724324265,0.153563879008342,0.175338189912157,-17.8723460344249,-17.6984783959948,-17.0104150295249,-17.6512339026917,-10.2668500530127,-11.642228043377,-11.2222451666524,-11.8519019655306,619.61139507772
akolakhurd,chittorgarh,rajasthan,2023.0,1.1956,851.64999274,12.0,27.3274193151547,663.7,743.6492,0.291438219227541,0.412730202759581,0.419504207988696,0.35286408028114,0.359766495031711,0.414938551485436,0.427360454956013,0.385236472951048,0.193503968844169,0.167031663005279,0.169651087912625,0.181852156035713,-17.2627144076458,-16.9295711846699,-17.8092020067687,-18.0522720912151,-9.68837306419207,-10.5599507208726,-11.9782531712241,-11.8806564665142,712.320167898963
akolakhurd,chittorgarh,rajasthan,2024.0,1.1157,993.0698857,11.0,79.6854365167985,810.146,1110.136,0.251660011324831,0.378534650769329,0.420327626409333,0.353389911071207,0.32199481920127,0.393757857691107,0.411212480969548,0.405588479153713,0.190451992592471,0.17484470620962,0.162006934651007,0.191748883210154,-17.9978977287619,-17.751280509172,-17.6837912668949,-17.9628201756032,-9.78350066738529,-11.2291310373252,-11.8351061514424,-11.6015797454016,890.086838487049
akya,chittorgarh,rajasthan,2022.0,0.098,66.1299982,1.0,46.01483634756405,674.7959,674.7959,0.284511441739912,0.431565867747943,0.465843544462233,0.373132030872848,0.34763561819683,0.42253701299519,0.43380054466364,0.411113457822354,0.189904717202569,0.16503177205221,0.154305260826546,0.187202881606937,-18.6460172139856,-18.0370259969571,-17.3284351520756,-18.1602370977318,-10.9142792667131,-12.0414911588579,-11.623072436614,-12.1960443244166,674.7959
akya,chittorgarh,rajasthan,2023.0,0.4981,341.83000187,5.0,52.5624548206417,594.2403,723.8384,0.258070508896857,0.430672995253971,0.44696112342093,0.340059941855412,0.347463000450455,0.418971749187612,0.445904812421739,0.385397595718508,0.200946528184174,0.163371697424375,0.167369712787,0.189048200722606,-18.1376532630114,-17.5239590186373,-17.9438234128268,-18.2059433599715,-10.2930645593069,-11.0857520774376,-12.2350637054181,-12.0092265649459,686.267821461554
akya,chittorgarh,rajasthan,2024.0,0.4995,445.749936,5.0,33.0414819688827,848.715,937.671,0.254520200483197,0.410950647069814,0.432299538034076,0.348530698466712,0.331319008724975,0.408629833080052,0.412680042162346,0.406087534136447,0.193484898050011,0.169304293409795,0.159906172301408,0.195647396832906,-18.818902875052,-18.1009785605428,-18.2022888065222,-18.1787421292895,-10.6902477507276,-11.6202075338584,-12.3583081723965,-11.9748914272266,892.392264264264
allod,chittorgarh,rajasthan,2022.0,0.1044,67.1099904,1.0,46.01483634756405,642.816,642.816,0.208161525513686,0.402708153455208,0.483348820976702,0.478344593311368,0.302162620614723,0.386281839105816,0.441229385612584,0.45595656893029,0.195725497113186,0.159955412541503,0.147135562452128,0.155788992821299,-18.8277708165673,-18.2965039797096,-17.8656210097632,-18.5560838275666,-10.3334297159841,-11.6094129992582,-11.8144559659747,-12.5687854500355,642.816
allod,chittorgarh,rajasthan,2023.0,0.4043,296.3999765,4.0,15.3426366921291,718.084,754.536,0.222026848906917,0.399502786406399,0.488674650689181,0.465684271833214,0.313750157717187,0.398336514387673,0.468973332102029,0.440197537308187,0.196736334254038,0.167234069884584,0.155143554208387,0.154986802054102,-18.7373631480018,-17.7516383346384,-18.5271574343975,-18.8092985516231,-10.1660793528176,-10.775257544973,-12.6432316895268,-12.9470698121339,733.118912935939
amarpura,chittorgarh,rajasthan,2024.0,0.4989,547.2099012,5.0,120.325979012431,1014.455,1306.468,0.248567247800997,0.327576768132558,0.374017142109753,0.397971427839845,0.332657113771375,0.380926464220006,0.389190986476884,0.446826863326995,0.196371326161732,0.190491939203797,0.175564674897341,0.190914643701202,-19.0040614251851,-18.4622936439144,-18.4245427567497,-19.2687024542738,-10.9354964801166,-11.6954250297604,-12.4666496782632,-12.4897141998857,1096.8328346362
amartiya,chittorgarh,rajasthan,2024.0,0.4039,426.6699473,4.0,114.183576391631,886.542,1128.642,0.273518966628299,0.344611573185887,0.290853043804324,0.256739215649921,0.346825194233559,0.392337186066634,0.358517865392636,0.35335031634176,0.196697654392085,0.188674634572699,0.191965743640903,0.207161323706826,-17.347768632292,-17.0282353484026,-16.6854257218665,-16.6998159703567,-9.95288313334642,-10.5679715534886,-10.7058341714338,-10.475939232676,1056.37520995296
